ID,Aircraft,Community,Clock,Industrial,Shipping,Vehicular,NoiseLevel,NoiseLevelSquare,Comprehensibility,Intelligibility,UEQKPI,Attractiveness,UEQComprehensibility,Dependability,Efficiency,ContentQuality,ContentTrustworthiness,Acoustics,PeakPupilListen,MeanPupilListen,PrepeakPupilListen,PeakPupilSpeak,MeanPupilSpeak,PrepeakPupilSpeak,IntelligibilityTransformer,Time,Sex,Age,Bachelor,Master,Doctorate,CS,Economy,Management,Engeneering,Cet4,Cet6,Round,RoundBreak
21377125,0,1,0,0,0,0,58,3364,0.4375,0.518628912,2.892857143,2.25,4.5,5.25,2.5,3.25,4.5,1.75,1.027946898,0.68630219,0.425832458,1.733171112,0.579861022,0.71867353,-0.047632672,4717,1,21,1,0,0,1,0,0,0,583,523,4,4
sy2308310,0,0,1,0,0,0,70,4900,0.5,0.557565789,2.428571429,6,5.75,5,5.25,5,5,5.25,0.178395919,-0.13346445,-0.754909981,0.392147437,0.062453377,0.052341441,0.130416721,4487,0,22,0,1,0,0,0,1,0,667,585,19,7
21377298,0,0,0,1,0,0,62,3844,0.1875,0.391414141,-11.92857143,3.75,5,4,3.5,5,6,3,0.274157587,-0.94167201,-0.840360342,1.052923335,-0.270271639,-0.273806887,0.019571142,4306,1,19,1,0,0,0,1,0,0,500,450,12,12
21377035,1,0,0,0,0,0,62,3844,0.4375,0.4934143,-0.785714286,5.25,6.25,6,6.5,4.75,5.5,5.25,1.29573785,0.084932849,0.075353955,2.027035701,0.35994004,0.457696063,0.119380757,4206,0,20,1,0,0,0,0,1,0,602,520,18,6
22377318,1,0,0,0,0,0,58,3364,0.375,0.483134921,-2.142857143,4.75,7,6.25,5.75,5.5,6.25,3,0.665534148,-0.018934021,0.213968599,0.433595002,-0.319874934,-0.05722486,0.190809309,4396,1,20,1,0,0,1,0,0,0,500,523,20,8
sy2308310,0,0,0,0,0,1,58,3364,0.625,0.784277198,-2.214285714,5,6,5,5.5,5,5.5,5.25,0.630097239,0.02259251,0.206983724,0.924509707,0.974964148,0.495088403,0.014682785,4487,0,22,0,1,0,0,0,1,0,667,585,4,4
20377387,0,1,0,0,0,0,62,3844,0.3125,0.512474012,-13.03571429,6,6,6,6,5.5,6,2,0.228536688,-0.413431446,-0.112624444,0.325669561,-0.310109067,-0.395702108,0.75197506,3898,0,21,1,0,0,0,1,0,0,528,502,23,11
21377061,1,0,0,0,0,0,58,3364,0.1875,0.244444444,-2.607142857,5,5.75,5.5,5.25,5.5,6,3,1.310473976,0.004991236,-0.31074977,1.79025992,-0.059863197,0.02329226,-0.000366125,4293,0,21,1,0,0,1,0,0,0,512,432,3,3
22377339,0,0,1,0,0,0,58,3364,0.4375,0.739993158,-4.714285714,2.5,3.5,2,1.5,2.25,3.5,1.5,-0.385173002,-0.853945694,-0.859648267,0.56418328,-0.555132142,-0.230727255,0.071441323,3615,0,21,1,0,0,1,0,0,0,556,518,18,6
21377053,0,0,0,0,1,0,62,3844,0.4375,0.476488095,-3.5,1.5,5.5,5,1.75,5,4.75,3.25,-0.244401209,-0.31049784,-0.575036419,1.010866822,0.575647076,0.167060345,0.034045529,4273,1,20,1,0,0,0,1,0,0,570,553,7,7
zy2308131,0,1,0,0,0,0,58,3364,0.4375,0.351136364,-2.857142857,5.5,7,7,7,3.25,6,4.5,0.248910198,-0.662255312,-0.630303431,1.071990222,-0.213771582,-0.168630791,-0.045736291,4060,0,22,0,1,0,0,1,0,0,560,541,13,1
21377125,0,0,0,0,1,0,70,4900,0.3125,0.405592105,2,1.75,5.25,4.75,2.75,3.75,3.25,3,0.93253421,0.05959489,0.009693685,2.04844782,0.287680521,0.519658362,0.079009861,4717,1,21,1,0,0,1,0,0,0,583,523,19,7
22377099,0,0,1,0,0,0,66,4356,0.5,0.614646465,2.821428571,4.5,6.75,6.5,6.25,6.25,6.25,5.25,-0.668894132,-0.677987812,-1.097241512,1.866137173,0.167788026,0.473602869,0.039372206,4034,0,19,1,0,0,0,1,0,0,630,523,15,3
21377061,0,0,0,1,0,0,66,4356,0.125,0.19077381,1.321428571,5,5.5,5.75,5.75,5.5,6,2.75,0.76967479,-0.54126659,-0.617288528,2.062046178,0.452992497,0.106421913,0.019041836,4293,0,21,1,0,0,1,0,0,0,512,432,7,7
by2308134,0,1,0,0,0,0,70,4900,0.4375,0.299465241,12.42857143,6.75,7,7,6.75,6,7,5.5,0.84051903,0.066977803,0.104630921,1.895637174,0.56518645,0.560147122,0.034059186,3893,0,25,0,0,1,0,0,1,0,556,485,2,2
zy2308131,0,0,0,0,0,1,66,4356,0.5,0.622871558,-1.964285714,4.75,4,7,4.25,3.75,1,5.25,0.815701831,-0.209292675,-0.072097663,1.512280535,-0.027288048,0.046552739,0.106315464,4060,0,22,0,1,0,0,1,0,0,560,541,14,2
by2308108,0,0,0,0,0,1,62,3844,0.3125,0.336649837,-1.178571429,2.25,5,6.5,3.25,4,4.75,1.25,0.244385947,-0.668349884,-0.419196815,1.417103639,0.291910685,-0.029052565,0.660165548,5214,1,23,0,0,1,0,0,1,0,556,525,23,11
by2308145,0,0,0,0,1,0,70,4900,0.4375,0.250980392,3.607142857,3.75,4.25,4.25,4.5,4.75,4.5,4,0.836204778,0.918613131,0.812036395,2.434673973,1.190180911,1.249810571,-0.00206433,5698,1,25,0,0,1,0,0,1,0,559,568,3,3
21377035,0,0,0,0,1,0,66,4356,0.4375,0.773796791,-4.357142857,6,3.25,6.5,7,3.5,4,3.25,1.285855447,0.154842402,0.159275369,3.044923251,0.068747776,0.409701957,0.851691484,4206,0,20,1,0,0,0,0,1,0,602,520,24,12
22377256,0,0,1,0,0,0,62,3844,0.375,0.622601626,-1.107142857,4,5,3.5,3.5,3,3,3.25,0.493596193,0.627409891,-0.128381768,1.244629143,1.075495042,1.244629143,0.031013455,4038,1,19,1,0,0,1,0,0,0,520,427,5,5
sy2308220,1,0,0,0,0,0,58,3364,0.5,0.365636841,4.821428571,5.25,6.5,6.25,6.5,5.75,7,4.25,0.952585205,0.483394977,0.416579084,2.891479035,0.429221919,1.528963517,0.11976435,3752,0,23,0,1,0,0,0,1,0,530,500,8,8
21377242,0,0,0,1,0,0,62,3844,0.1875,0.273026316,-5.357142857,3.5,2.25,4,3.75,3.25,3.25,3.75,-0.138729618,-0.459972681,-0.476565501,0.55580278,-0.274588332,-0.367653177,0.051970366,3895,1,20,1,0,0,1,0,0,0,550,500,19,7
22377099,1,0,0,0,0,0,62,3844,0.5,0.583333333,1.392857143,1.25,6.5,5,5.5,6.25,6.75,1.25,2.497341583,0.568042325,0.498054691,2.724084915,0.390586964,0.543477188,0.185863853,4034,0,19,1,0,0,0,1,0,0,630,523,20,8
21377298,0,1,0,0,0,0,58,3364,0.25,0.377960526,-6.571428571,5,5.75,5,5.5,5.5,6,3.5,-0.549042244,-0.695048813,-0.753049037,0.921959726,-0.007084301,-0.126124636,0.070800155,4306,1,19,1,0,0,0,1,0,0,500,450,19,7
21377125,0,0,1,0,0,0,62,3844,0.375,0.531926407,0.071428571,2,5.5,5.5,3,3.25,4.5,3.25,1.127925287,0.411607384,0.261886191,1.148249852,0.267862333,0.234938282,0.091886453,4717,1,21,1,0,0,1,0,0,0,583,523,9,9
21377053,0,1,0,0,0,0,62,3844,0.375,0.11875,2.535714286,4,4.75,4.25,3.5,4.5,5,3.5,0.287520737,-0.623616506,-0.663388495,0.841464929,0.136360335,0.186496309,0.008652832,4273,1,20,1,0,0,0,1,0,0,570,553,13,1
by2308106,0,0,0,1,0,0,58,3364,0.5625,0.430113636,8.714285714,5.75,5,5.75,5.75,5.5,5,5.75,0.402347922,-0.233913075,-0.337145093,1.322484276,0.004324583,0.045371103,0.000445992,3590,0,23,0,0,1,0,0,1,0,585,566,13,1
21377125,0,1,0,0,0,0,62,3844,0.3125,0.463479302,-0.071428571,1.75,5.75,5.5,3.25,3.75,4.75,2.5,0.671186413,-0.115438959,-0.192334198,1.119211208,-0.346390976,-0.04718371,0.108982354,4717,1,21,1,0,0,1,0,0,0,583,523,18,6
20377387,0,0,1,0,0,0,70,4900,0.25,0.133333333,-4.142857143,6,6,6,6,6,6,6,0.349952779,-0.265557494,-0.424959334,1.140891889,0.5705092,0.226187566,-0.019220116,3898,0,21,1,0,0,0,1,0,0,528,502,7,7
by2308108,0,0,0,0,1,0,66,4356,0.5,0.714841287,0.928571429,1,5.5,5.25,2.25,3.25,5.5,1.25,0.373668918,-1.023487124,-0.361295208,1.399512126,0.380553275,0.18782503,0.090984426,5214,1,23,0,0,1,0,0,1,0,556,525,14,2
22377202,0,0,0,0,0,1,58,3364,0.5625,0.567723577,10.14285714,6,6.25,6,5.75,6,6,4.75,0.72493213,-0.244293199,-0.430381291,1.093750149,0.434758044,0.294453066,0.054343671,3744,1,18,1,0,0,0,1,0,0,610,537,5,5
21377163,0,1,0,0,0,0,58,3364,0.4375,0.329593496,6.642857143,2.5,6.25,5,4,3.75,5.5,1.5,0.264610539,-0.258810102,-0.473224398,1.398089181,0.209962642,0.598968223,0.058000054,4904,1,20,1,0,0,0,0,1,0,438,523,5,5
sy2308207,0,0,1,0,0,0,58,3364,0.4375,0.11875,-10.17857143,2,6,4.5,2.75,2.5,2.75,1.75,0.271918845,-0.401553196,-0.05901657,0.660991867,-0.512533535,-0.392189027,0.022566598,3383,1,23,0,1,0,0,0,1,0,478,557,13,1
22377318,0,1,0,0,0,0,58,3364,0.25,0.400102634,-3.607142857,5,7,6.25,5.75,5,6.25,3.25,-1.163009349,-1.228043824,-1.313742261,0.034443915,-0.714660412,-0.646287987,0.104517013,4396,1,20,1,0,0,1,0,0,0,500,523,18,6
21377035,0,0,0,0,1,0,62,3844,0.375,0.336666667,-2.392857143,4.25,6,6,7,4.75,6.5,4.25,0.735734991,-0.046115468,-0.026870341,2.870334124,1.027711109,0.913369937,0.01462396,4206,0,20,1,0,0,0,0,1,0,602,520,5,5
21377006,0,0,0,0,1,0,62,3844,0.4375,0.769480519,4.035714286,2.25,4.75,4.5,3.75,4.25,4,2.25,-0.008405864,-0.499764141,-0.510109153,2.218189045,0.196897672,0.475107952,0.108602792,4012,0,20,1,0,0,1,0,0,0,585,530,9,9
zy2308131,0,0,0,0,1,0,70,4900,0.5,0.590536513,-3.75,4,5,5.75,3.5,3,6.25,4,1.096633337,0.355761284,0.33365564,2.649149551,0.681477796,1.189315873,-0.047455803,4060,0,22,0,1,0,0,1,0,0,560,541,4,4
by2308145,0,0,0,0,1,0,62,3844,0.3125,0.320436508,-10.25,2.75,3,2.75,3,2.75,1.75,2.75,0.694405091,0.490275626,0.48682931,0.774973095,0.275008555,0.430875397,0.116535127,5698,1,25,0,0,1,0,0,1,0,559,568,20,8
by2308103,0,1,0,0,0,0,66,4356,0.4375,0.41991342,1.392857143,6.25,7,7,7,6.5,7,5.75,0.032324117,-0.045991844,-0.390353771,1.022913201,0.143970749,0.29770363,0.039053861,4557,1,23,0,0,1,0,0,1,0,556,553,15,3
22377339,0,0,0,0,0,1,70,4900,0.3125,0.264553094,-1.964285714,2.5,2.75,3,2.75,5.5,5.5,1.25,1.688185293,0.822212019,0.915661012,2.055389138,0.424338376,0.664958315,0.076781422,3615,0,21,1,0,0,1,0,0,0,556,518,2,2
21377035,0,0,1,0,0,0,58,3364,0.375,0.268154762,1.821428571,5,7,5.75,5.75,4.5,5.75,6.25,1.127736993,-0.04277799,-0.098515028,1.598798221,0.290626223,0.350694771,0.016460676,4206,0,20,1,0,0,0,0,1,0,602,520,7,7
21377061,0,1,0,0,0,0,62,3844,0.1875,0.387373737,-2.857142857,4.75,6,5.5,5.25,5.75,6,3.25,0.533941811,-0.081498668,-0.628920699,1.881779783,0.26627084,0.414917379,0.008870005,4293,0,21,1,0,0,1,0,0,0,512,432,15,3
20377387,0,0,0,0,1,0,62,3844,0.375,0.672561287,-12.21428571,5,4,5,5,4,4,2,-0.243251553,-0.572643831,-0.626941957,0.637882368,0.299306439,-0.089329668,0.177193552,3898,0,21,1,0,0,0,1,0,0,528,502,17,5
sy2308310,0,1,0,0,0,0,62,3844,0.25,0.283069459,-12.35714286,5,5,5,5.5,5,5.25,5.75,0.311486487,0.003751829,-0.206726854,0.432477912,-0.33750978,-0.282411603,0.1718335,4487,0,22,0,1,0,0,0,1,0,667,585,11,11
21377163,1,0,0,0,0,0,62,3844,0.5,0.372268908,10.92857143,3.5,4.75,4,3.75,2.5,5,3.5,1.5624315,0.42422988,0.454190968,2.330973521,0.485059564,0.853387731,0.048859879,4904,1,20,1,0,0,0,0,1,0,438,523,2,2
by2308108,0,0,1,0,0,0,66,4356,0.5,0.554575163,5.392857143,4,6.25,5.25,4.75,5.25,5,1.75,1.269334925,-0.111654697,0.0507488,1.308036255,0.353841417,0.122523066,-0.010430523,5214,1,23,0,0,1,0,0,1,0,556,525,3,3
21377125,0,0,0,0,1,0,66,4356,0.3125,0.374404762,2.035714286,2.25,6,3.25,3,2.75,4.5,2.5,1.075333313,0.520240609,0.609111653,1.810043294,0.510113159,0.50799316,0.03189243,4717,1,21,1,0,0,1,0,0,0,583,523,7,7
by2308103,0,1,0,0,0,0,58,3364,0.375,0.438492063,-11.10714286,6.25,7,7,7,6.5,7,5.75,0.724425358,0.28865237,-0.015697003,0.764716293,0.404401199,0.348815316,0.198149338,4557,1,23,0,0,1,0,0,1,0,556,553,20,8
zy2207207,0,0,1,0,0,0,62,3844,0.75,0.772837838,12.60714286,5.25,6,6.75,5.5,5.5,5.75,2,0.649559515,0.098296502,-0.157101445,1.183405254,-0.479323533,-0.354569763,0.943010569,4030,1,24,0,1,0,0,0,0,1,616,598,21,9
by2308103,0,0,0,0,0,1,70,4900,0.4375,0.376287576,-1.642857143,6.25,7,7,7,6.25,7,4.75,0.946831322,0.653573276,0.697308146,1.167097888,0.352634351,0.285755884,0.051050909,4557,1,23,0,0,1,0,0,1,0,556,553,14,2
by2308145,0,0,0,0,1,0,66,4356,0.375,0.669119769,-1.142857143,2.75,3,2.75,4,2.75,3.5,4.25,-1.226336119,-1.336817063,-1.339865065,-0.195065671,-0.649294087,-0.908051165,0.033138916,5698,1,25,0,0,1,0,0,1,0,559,568,15,3
20377359,0,1,0,0,0,0,66,4356,0.5,0.600487805,3.571428571,4.5,7,6.5,6,5.25,7,4.75,0.728024872,0.150702099,-0.31707063,3.824670779,0.476094138,0.742445664,0.035877436,3539,0,22,1,0,0,0,1,0,0,556,523,5,5
21377061,0,0,0,0,0,1,58,3364,0.1875,0.307126202,0,5,5.5,6,5.5,5,5.5,2.5,1.180127505,0.436786067,-0.070895171,2.281139182,0.747255287,0.751052803,0.079888642,4293,0,21,1,0,0,1,0,0,0,512,432,8,8
22377339,0,0,0,0,0,1,58,3364,0.375,0.574675325,-1.035714286,2,1.5,2.25,1.5,2,1.5,2,0.062636565,-0.366798642,-0.580484347,1.697141485,0.035920348,0.347341398,0.044423353,3615,0,21,1,0,0,1,0,0,0,556,518,15,3
21377163,0,0,0,0,1,0,66,4356,0.375,0.34516176,3.214285714,1,6.75,5,4,1.5,3.25,1,0.354201909,-0.289251172,-0.308923597,1.608350677,0.317708032,0.54484703,0.043424517,4904,1,20,1,0,0,0,0,1,0,438,523,8,8
21377061,1,0,0,0,0,0,62,3844,0.0625,0.203720508,-2.357142857,5,5.5,6,5.5,6,6,3.25,0.658741623,-0.216344718,-0.391326388,1.762526629,-0.100101433,-0.107759333,0.696892023,4293,0,21,1,0,0,1,0,0,0,512,432,22,10
21377086,0,0,0,0,1,0,58,3364,0.25,0.467261905,-5.035714286,3.75,5,3.75,6,5,5.25,3.75,0.9872554,0.425370042,-0.147724368,0.80276286,-0.109388167,-0.219094789,0.195829391,4101,0,20,1,0,0,1,0,0,0,500,500,20,8
22374085,0,0,0,1,0,0,58,3364,0.4375,0.531486486,2.464285714,5,5.25,5.25,4.5,4.75,6.25,4,0.380660988,-0.262183906,-0.206720489,0.833272793,-0.06107663,-0.090954778,0.797194839,4395,0,19,1,0,0,0,0,0,1,545,523,21,9
22377099,0,1,0,0,0,0,66,4356,0.4375,0.612555594,6.571428571,2.75,6.5,6,5.75,6.25,6.5,3.75,0.605771085,0.085504644,0.088258053,0.918309191,0.183533898,-0.274593844,0.104876518,4034,0,19,1,0,0,0,1,0,0,630,523,18,6
21377163,1,0,0,0,0,0,70,4900,0.3125,0.368506494,6.107142857,5,7,5.75,4.75,4.25,6.75,4.75,0.310529717,-0.397012222,-0.501111118,0.520791213,-0.397662662,-0.372688615,0.108361691,4904,1,20,1,0,0,0,0,1,0,438,523,9,9
zy2207207,0,0,1,0,0,0,58,3364,0.75,0.405118411,11.82142857,1,6,5.75,2.25,2.5,1,1,1.273451523,0.449968749,0.542287405,2.598418057,0.753044258,0.872830522,0.10946241,4030,1,24,0,1,0,0,0,0,1,616,598,2,2
22377339,0,0,0,1,0,0,66,4356,0.375,0.648938407,-1.428571429,2,1.75,6,2.5,1.5,2.25,2,0.384443906,-0.239489178,-0.234773135,1.250989299,0.187816643,0.200705738,0.059325658,3615,0,21,1,0,0,1,0,0,0,556,518,14,2
22377202,1,0,0,0,0,0,62,3844,0.5,0.468092105,13.32142857,6.25,4.25,5,6.5,6.75,7,5.25,0.234298434,-0.13896171,-0.229876422,1.857078974,0.682949239,0.780472433,0.022798887,3744,1,18,1,0,0,0,1,0,0,610,537,19,7
22377318,1,0,0,0,0,0,62,3844,0.375,0.553318903,3.535714286,5,7,6,5.25,5.5,6.5,4.25,0.104565052,-0.599659504,-0.539580115,0.95141263,-0.577329416,-0.143449216,0.049099386,4396,1,20,1,0,0,1,0,0,0,500,523,15,3
21377061,1,0,0,0,0,0,66,4356,0.125,0.296300189,-5.035714286,5,6,5.5,5.25,5.5,6,2,1.415860484,0.469761309,0.279880757,0.631008332,-0.416019402,-0.619311902,0.052881621,4293,0,21,1,0,0,1,0,0,0,512,432,14,2
20377387,0,0,0,0,0,1,70,4900,0.375,0.44869281,-6.785714286,5,3,5,5,3,3,3,1.713282035,0.407945144,0.844706578,2.230167681,1.190953602,0.96750205,-0.015969923,3898,0,21,1,0,0,0,1,0,0,528,502,3,3
20377292,0,0,0,0,0,1,58,3364,0.4375,0.55623292,5.5,5,6,5.25,5,5.5,6,1.5,0.57016788,-0.125091792,-0.173331441,1.321763733,-0.042033835,0.241211816,0.063279092,4467,1,20,1,0,0,1,0,0,0,500,523,14,2
21377053,0,1,0,0,0,0,66,4356,0.5,0.624358536,3.821428571,3.75,4.5,4.25,3.75,4.25,3.25,3.25,0.941412046,0.247268194,0.072073177,1.852794233,0.644165897,0.642611623,0.089336574,4273,1,20,1,0,0,0,1,0,0,570,553,18,6
21377061,0,0,1,0,0,0,66,4356,0.125,0.34473953,-3.571428571,5,5.25,5.25,5.5,5.75,6,2.5,0.084662487,-0.936581185,-0.840054771,0.614368357,-0.288309435,-0.239434433,0.124009326,4293,0,21,1,0,0,1,0,0,0,512,432,17,5
22377099,1,0,0,0,0,0,70,4900,0.3125,0.210457516,-0.785714286,5.25,6.5,6.75,6.5,5.5,6.25,5.25,0.852941744,0.458537917,0.459270828,2.538196238,0.4468383,0.750534091,-0.025912588,4034,0,19,1,0,0,0,1,0,0,630,523,3,3
zy2308131,0,0,0,1,0,0,62,3844,0.375,0.327067669,-5.892857143,4.75,7,7,5.5,5.75,6.25,3.25,0.17333798,-0.393077783,-0.446743647,2.4158614,0.673556822,0.887359463,0.049770616,4060,0,22,0,1,0,0,1,0,0,560,541,6,6
sy2308310,0,0,0,0,0,1,66,4356,0.25,0.401013309,-12.42857143,6,5.75,5,5.5,5,5,5.75,-0.483023871,-0.720127265,-0.916936913,0.263089917,-0.387290568,-0.34934265,0.364111483,4487,0,22,0,1,0,0,0,1,0,667,585,22,10
21377006,0,0,1,0,0,0,62,3844,0.4375,0.503893663,8.642857143,3.75,5,5.25,4.5,4.25,4.75,3.5,1.001387745,0.307234144,0.410778414,2.006132387,0.550388317,0.781300041,0.019905571,4012,0,20,1,0,0,1,0,0,0,585,530,6,6
22377318,0,0,1,0,0,0,70,4900,0.375,0.553522948,0.178571429,4.25,6.25,5,5.25,5,6.25,4.5,1.539351394,0.764383786,0.288084016,1.312806182,0.099480272,0.208958878,0.358020008,4396,1,20,1,0,0,1,0,0,0,500,523,16,4
21377035,0,0,0,0,0,1,70,4900,0.3125,0.406926407,-5.607142857,4.25,6.75,5.25,6,4,6,3.25,-0.061445549,-0.563329363,-0.591836707,1.967741281,-0.130416339,0.507765567,0.012691944,4206,0,20,1,0,0,0,0,1,0,602,520,15,3
sy2308310,0,0,0,0,1,0,70,4900,0.375,0.782828283,-12.42857143,6,5,5,5,5.25,5,5.5,-0.575783963,-0.23576834,-0.83420886,0.980972372,0.660399394,0.514733893,0.028829314,4487,0,22,0,1,0,0,0,1,0,667,585,12,12
22377099,0,0,0,0,0,1,58,3364,0.4375,0.536654135,-0.392857143,3.25,6.25,6.25,5.75,6.25,6.75,3.5,0.691565859,0.167180975,0.188940785,2.266512786,0.349982157,0.757555862,0.055625938,4034,0,19,1,0,0,0,1,0,0,630,523,6,6
22377318,0,0,1,0,0,0,66,4356,0.3125,0.440620783,-2.535714286,4.5,6.5,5.25,5,5.25,6,3.75,0.665534148,0.324738733,0.252035658,1.547442295,0.129261899,0.640922994,0.103025511,4396,1,20,1,0,0,1,0,0,0,500,523,10,10
22377202,0,0,1,0,0,0,66,4356,0.5625,0.689194871,11.14285714,6.25,5.25,5.75,6,6,5.75,5.25,0.163619839,-0.438454935,-0.245214957,0.389791343,-0.16256786,-0.345333626,0.100992739,3744,1,18,1,0,0,0,1,0,0,610,537,14,2
by2308106,0,0,0,0,1,0,62,3844,0.4375,0.514519056,-8.571428571,1.75,4.25,3,2.5,4,4.5,3.25,0.725424223,-0.140639369,-0.257480217,2.691398327,1.2033624,1.420824164,0.696610332,3590,0,23,0,0,1,0,0,1,0,585,566,22,10
by2308134,1,0,0,0,0,0,66,4356,0.3125,0.358351235,1.285714286,6.75,7,6.75,6.5,6.25,7,5.25,0.765561965,-0.207844539,-0.329929868,0.941910846,0.230580404,0.255282626,0.035315558,3893,0,25,0,0,1,0,0,1,0,556,485,6,6
by2308106,0,0,0,0,0,1,70,4900,0.375,0.421232877,-7.75,3.5,5.25,4.5,3.75,4,3.5,2.75,0.474933314,-0.427710244,-0.499722085,2.592720091,0.527564895,0.860668847,0.08683604,3590,0,23,0,0,1,0,0,1,0,585,566,8,8
21377061,0,0,0,1,0,0,70,4900,0,0.245580808,-2.178571429,5,5,5.5,5.5,6,6,2.5,0.977674477,-0.084181525,-0.060482575,1.729246679,-0.093204865,-0.644776354,-0.010150738,4293,0,21,1,0,0,1,0,0,0,512,432,12,12
21377053,0,0,0,0,0,1,66,4356,0.375,0.470588235,4.678571429,5.25,6.5,5.5,5.75,6.25,6.25,3,0.358669532,-0.281094592,-0.673232808,1.218677071,-0.047642016,-0.07676235,0.825648844,4273,1,20,1,0,0,0,1,0,0,570,553,24,12
by2308145,0,1,0,0,0,0,66,4356,0.3125,0.426488095,-1.964285714,4.25,4,4.5,4.75,4,4.5,3,0.459779456,-0.223881388,-0.310671157,1.129485312,-0.035006599,-0.005549226,0.027640346,5698,1,25,0,0,1,0,0,1,0,559,568,7,7
21377086,0,0,0,0,0,1,66,4356,0.3125,0.299843014,-4.214285714,4.5,4.5,5,6,3.75,3.5,4.5,1.619520861,0.454971974,0.476096112,4.522444022,0.777334076,2.471967467,0.010565594,4101,0,20,1,0,0,1,0,0,0,500,500,1,1
21377242,0,1,0,0,0,0,66,4356,0.25,0.58027027,-2.642857143,4.5,4,4.5,4.75,4.75,4.5,3.5,0.459779456,-0.223881388,-0.310671157,1.129485312,-0.035006599,-0.005549226,0.840424538,3895,1,20,1,0,0,1,0,0,0,550,500,21,9
sy2308207,0,0,0,0,1,0,70,4900,0.5625,0.718012316,6.5,4,6,4.75,4.75,3.75,4.75,2.75,0.265839579,-0.360286664,-0.489305409,0.776497921,0.049990247,-0.391134439,0.078401424,3383,1,23,0,1,0,0,0,1,0,478,557,18,6
21377298,0,0,0,0,1,0,62,3844,0.25,0.378104575,-9.892857143,1,1.5,3.25,1,2,1,2.75,1.42476644,1.311316643,0.884535568,0.790996116,0.589021164,0.510953155,-0.050856665,4306,1,19,1,0,0,0,1,0,0,500,450,3,3
22377099,0,1,0,0,0,0,62,3844,0.375,0.472159091,2.142857143,3.25,6.75,5.5,5.75,6.5,6.25,3.5,-0.92219299,-0.795301831,-1.115810068,1.128859766,0.10237555,0.174586995,-0.02584517,4034,0,19,1,0,0,0,1,0,0,630,523,13,1
22377256,0,0,0,1,0,0,70,4900,0.0625,0.270365169,-2,4,5,5,3.75,3.5,3.75,2.75,0.417057803,-0.365173939,-0.413088597,0.866720843,0.205399653,0.541081448,0.120995075,4038,1,19,1,0,0,1,0,0,0,520,427,11,11
22374085,0,1,0,0,0,0,58,3364,0.375,0.545598911,2.107142857,4.75,5,6.25,4.25,5,5.75,5,0.475563463,-0.295231127,-0.566964386,1.161781362,-0.358670591,-0.237583353,0.658981919,4395,0,19,1,0,0,0,0,0,1,545,523,22,10
22377202,0,0,0,0,0,1,62,3844,0.4375,0.556848853,2.321428571,6,5,6,5.5,6,6,4.25,0.435025644,-0.098088332,-0.24303272,2.433816309,0.813272405,0.840342189,0.067099817,3744,1,18,1,0,0,0,1,0,0,610,537,10,10
22377256,0,0,0,1,0,0,66,4356,0.125,0.294172932,-0.607142857,4,5,4,3.75,3.5,3.25,2.75,0.838018947,-0.031394655,-0.103960351,1.263763741,0.059172743,0.22233162,0.066185214,4038,1,19,1,0,0,1,0,0,0,520,427,6,6
21377061,0,1,0,0,0,0,70,4900,0,0.227226721,-2.214285714,4,5,5.75,5.5,5.5,6,3.25,0.855647994,-0.086717216,-0.5538879,1.618313513,0.122031743,0.024598754,0.091888011,4293,0,21,1,0,0,1,0,0,0,512,432,10,10
21377242,1,0,0,0,0,0,62,3844,0.25,0.358726859,8.107142857,4.75,4,4.25,4.75,4.25,4.5,4.25,0.208869504,-0.202059761,-0.206033877,1.47589163,0.198828244,0.320387659,0.760756969,3895,1,20,1,0,0,1,0,0,0,550,500,23,11
21377298,0,0,0,1,0,0,58,3364,0.25,0.486315429,1.178571429,5.25,5.75,5.75,5.75,4.75,4.25,4.75,-0.467189988,-0.875865034,-1.030560778,1.080986966,-0.527997689,-0.681511907,0.109727487,4306,1,19,1,0,0,0,1,0,0,500,450,18,6
by2308134,0,0,0,0,1,0,58,3364,0.25,0.248295455,-10.07142857,6.5,7,6.75,7,6.5,7,4,-0.428952149,-0.815326089,-0.844870082,0.885346111,-0.235430514,0.105302796,-0.00987331,3893,0,25,0,0,1,0,0,1,0,556,485,13,1
21377006,0,0,1,0,0,0,58,3364,0.3125,0.497446374,4.535714286,1.5,4.25,5.25,3.5,3.25,4.75,2,0.193552858,-0.181558146,-0.335872687,1.06702433,-0.178860309,-0.158033579,0.184521228,4012,0,20,1,0,0,1,0,0,0,585,530,11,11
20377387,1,0,0,0,0,0,62,3844,0.3125,0.404403867,-7.464285714,7,7,7,7,7,7,7,0.617068181,-0.328303766,-0.140449185,2.070592247,0.283145708,0.9685569,0.02169334,3898,0,21,1,0,0,0,1,0,0,528,502,6,6
22377256,0,0,1,0,0,0,66,4356,0.25,0.594311571,-4.142857143,4,5,5,3.5,3.25,3.75,3,-0.042172537,-0.256841353,-0.202662635,1.818667068,0.10949412,0.600041639,0.34409982,4038,1,19,1,0,0,1,0,0,0,520,427,16,4
by2308106,0,0,0,0,0,1,58,3364,0.5,0.706891892,-2.571428571,4,5.25,4.25,3.75,3.5,3.75,3.75,-0.109545474,-0.634371485,-0.828355657,1.886791165,0.388994,0.80387338,0.842289031,3590,0,23,0,0,1,0,0,1,0,585,566,21,9
