ID,Aircraft,Community,Clock,Industrial,Shipping,Vehicular,NoiseLevel,NoiseLevelSquare,Comprehensibility,Intelligibility,UEQKPI,Attractiveness,UEQComprehensibility,Dependability,Efficiency,ContentQuality,ContentTrustworthiness,Acoustics,PeakPupilListen,MeanPupilListen,PrepeakPupilListen,PeakPupilSpeak,MeanPupilSpeak,PrepeakPupilSpeak,IntelligibilityTransformer,Time,Sex,Age,Bachelor,Master,Doctorate,CS,Economy,Management,Engeneering,Cet4,Cet6,Round,RoundBreak
by2308103,0,1,0,0,0,0,62,3844,0.125,0.406882591,-11.82142857,6.5,7,7,7,6.25,7,5.25,1.006461906,0.896294641,0.948673846,1.271405182,0.390437836,0.359848382,0.126516312,4557,1,23,0,0,1,0,0,1,0,556,553,10,10
by2308108,0,1,0,0,0,0,70,4900,0,0.234126984,2.142857143,5,4,4.75,3.75,4.5,5,2.75,0.467161908,-0.147640546,-0.184515771,0.870829541,-0.229723327,-0.298631038,0.166045368,5214,1,23,0,0,1,0,0,1,0,556,525,20,8
21377053,0,1,0,0,0,0,70,4900,0.125,0.13450889,9.5,3.5,4.75,4.75,2.75,5,4.75,4.5,0.890591478,0.159103088,0.019028777,2.071322675,0.839800452,0.99244376,0.065109499,4273,1,20,1,0,0,0,1,0,0,570,553,8,8
21377086,0,0,0,0,1,0,62,3844,0.0625,0.56805596,-3.107142857,4.25,5,5,5,4.75,5,4.5,0.538847366,0.002120732,-0.134571094,1.485144003,0.333051898,0.359560744,0.099791527,4101,0,20,1,0,0,1,0,0,0,500,500,8,8
20377387,0,0,1,0,0,0,62,3844,0.125,0.380807231,-7.785714286,4,4,4,4,4,4,2,0.492183058,-0.240323677,0.217061993,0.634413336,0.207583363,-0.276270918,0.079883128,3898,0,21,1,0,0,0,1,0,0,528,502,14,2
22377339,1,0,0,0,0,0,70,4900,0,0.518939394,-2.5,2.5,1.75,2,2.5,1.75,2.25,1.5,-0.058272018,-0.153684517,-0.293351957,1.768791015,0.017475305,0.061335626,-0.020157253,3615,0,21,1,0,0,1,0,0,0,556,518,12,12
by2308134,1,0,0,0,0,0,70,4900,0,0.327432432,-4.5,7,6.5,6.75,7,6.25,7,6,0.925274159,-0.288584665,-0.262601097,0.705669893,-0.199316278,0.0435602,0.830995083,3893,0,25,0,0,1,0,0,1,0,556,485,21,9
22374085,0,0,0,0,0,1,70,4900,0.1875,0.557853911,0.642857143,5.25,5.75,5.75,5.5,4.5,5.25,3.75,0.282108418,-0.161978719,-0.399589943,1.774997356,-0.254528093,-0.027709608,0.267188102,4395,0,19,1,0,0,0,0,0,1,545,523,16,4
22374085,0,0,1,0,0,0,58,3364,0.25,0.527834451,-3.321428571,5.25,5.5,5.25,4.75,5.5,5.75,2,0.95737603,0.069149737,-0.193254152,3.081731439,0.493114104,0.806587569,0.085360795,4395,0,19,1,0,0,0,0,0,1,545,523,8,8
22377099,0,0,0,1,0,0,58,3364,0.0625,0.431336963,-0.5,2.5,6.25,5.75,5.75,6.25,6.75,6,0.366771357,-0.456235953,-0.571829555,1.292129279,-0.378222481,-0.345709705,0.700836003,4034,0,19,1,0,0,0,1,0,0,630,523,22,10
21377006,0,1,0,0,0,0,70,4900,0.0625,0.329622132,11.78571429,4.25,6,5.5,5,5,5,4.75,0.698449662,-0.0264843,-0.217600528,1.900104058,1.010416342,1.112267622,0.142093122,4012,0,20,1,0,0,1,0,0,0,585,530,10,10
21377125,0,1,0,0,0,0,70,4900,0,0.264772727,6.571428571,2.75,4.5,5.75,3,3.25,3.75,3.75,0.405690238,-0.195961673,-0.190941299,1.061133919,0.046633461,-0.148605877,0.049549345,4717,1,21,1,0,0,1,0,0,0,583,523,13,1
21377125,1,0,0,0,0,0,58,3364,0.0625,0.38547261,0.214285714,3.5,5.5,5.5,3.5,4.5,5.5,3.5,1.51745547,0.715082201,0.47878548,0.882753677,0.195348667,0.159701183,0.000960384,4717,1,21,1,0,0,1,0,0,0,583,523,6,6
by2308108,0,0,0,1,0,0,66,4356,0.125,0.361657303,8.571428571,6,7,7,7,5.75,7,2.25,0.626934623,-1.37504242,-0.4741424,0.745107822,-0.133577495,-0.193128298,0.179880947,5214,1,23,0,0,1,0,0,1,0,556,525,17,5
by2308106,0,0,0,0,1,0,58,3364,0.25,0.621794872,-0.678571429,3.5,4.75,3.25,3.75,4.5,4.25,4,0.581202185,-0.638883511,-0.749463467,2.228369677,0.323112459,0.631786726,0.130025625,3590,0,23,0,0,1,0,0,1,0,585,566,10,10
20377359,0,0,0,0,1,0,58,3364,0.3125,0.622046187,-1.428571429,4.5,7,6.75,3.75,4.25,5.5,3.75,1.060857203,0.425312086,0.191790796,3.987823882,1.135105786,1.807583139,0.018797198,3539,0,22,1,0,0,0,1,0,0,556,523,6,6
21377125,1,0,0,0,0,0,66,4356,0,0.282750255,2.785714286,1.75,5.25,4.75,2.5,2.75,4.25,3,1.446933049,0.129596629,0.85377551,0.413986993,-0.515929074,-0.422282117,0.183248103,4717,1,21,1,0,0,1,0,0,0,583,523,17,5
by2308103,0,0,1,0,0,0,62,3844,0.125,0.373626374,-12.85714286,6.75,7,7,7,6.25,7,5.75,-0.363429899,-0.481958737,-0.363429899,0.70008225,-0.019385128,-0.136551986,0.032423291,4557,1,23,0,0,1,0,0,1,0,556,553,1,1
22374085,0,0,0,0,0,1,62,3844,0.0625,0.329790823,-2,4.25,5.25,5.75,3.75,4.5,6,2,-0.48076148,-0.793058281,-0.998639803,1.409987836,0.111485769,0.108836244,0.050623454,4395,0,19,1,0,0,0,0,0,1,545,523,10,10
21377006,1,0,0,0,0,0,70,4900,0.1875,0.590406504,12.67857143,5.5,6,5.5,6,5.25,5.25,5,0.925653224,0.203602732,0.267200295,1.794075729,0.690644366,0.836191829,0.074679114,4012,0,20,1,0,0,1,0,0,0,585,530,5,5
zy2207207,1,0,0,0,0,0,70,4900,0.375,0.53968254,15.07142857,5.75,6,6.75,6,5.5,5.75,4.25,0.62383201,0.464792326,0.096710971,0.771765166,-0.088981821,-0.038441731,0.150149599,4030,1,24,0,1,0,0,0,0,1,616,598,20,8
22377099,0,0,1,0,0,0,62,3844,0.3125,0.760928962,-1.642857143,3.25,7,6.5,6.5,5.75,6.5,2.75,0.392570896,0.102680546,0.032806001,2.168461615,0.999341072,1.183506376,0.023000157,4034,0,19,1,0,0,0,1,0,0,630,523,4,4
22377099,0,0,0,0,0,1,62,3844,0.0625,0.441075077,3.821428571,3.5,6.5,6.5,5.5,6,6.75,2.5,0.454608863,-0.347239253,-0.286768457,0.23399373,-0.667907733,-0.966941965,0.135881633,4034,0,19,1,0,0,0,1,0,0,630,523,11,11
21377035,0,1,0,0,0,0,70,4900,0,0.326396348,-12,1,5.5,1.75,4.5,5,3.25,3,0.455733562,-0.135170583,-0.070736714,3.226100646,1.109967402,1.015242007,0.073082402,4206,0,20,1,0,0,0,0,1,0,602,520,6,6
sy2308310,0,1,0,0,0,0,58,3364,0.1875,0.723783784,3.285714286,5.5,5.75,5,5.75,5.5,5.75,6,-1.083947948,-1.053132523,-1.286629206,-0.317668923,-0.724814443,-0.835840118,0.886046052,4487,0,22,0,1,0,0,0,1,0,667,585,21,9
22374085,0,0,0,0,1,0,62,3844,0.1875,0.424677766,3.071428571,5.25,5.5,5.75,5.5,4.75,6.5,3.5,1.190982123,0.383506139,0.256674065,1.687395071,0.469322951,0.311929126,0.040622488,4395,0,19,1,0,0,0,0,0,1,545,523,6,6
sy2308207,0,1,0,0,0,0,70,4900,0.1875,0.530934343,1.928571429,3.5,5.25,5,3.75,4.5,4.75,2.5,0.709625995,-0.550857219,-0.379171618,0.533327282,-0.432110154,-0.290539914,-0.014779422,3383,1,23,0,1,0,0,0,1,0,478,557,12,12
22377099,0,0,0,1,0,0,66,4356,0.1875,0.588861789,-2.142857143,1,6.75,6.5,6.5,5.25,6.5,1.25,0.906052795,0.678061461,0.572230182,1.735402279,0.506114831,0.588283202,0.020122927,4034,0,19,1,0,0,0,1,0,0,630,523,5,5
21377172,0,1,0,0,0,0,66,4356,0.0625,0.517972973,5.571428571,7,7,7,7,7,7,6.75,0.459779456,0,0,1.129485312,0,0,0.865683138,4773,0,21,1,0,0,1,0,0,0,650,580,21,9
21377172,0,0,0,0,0,1,70,4900,0,0.463293651,-4,7,7,6.75,7,7,6.75,5.25,0.483587063,0,0,1.315485079,0,0,0.126845598,4773,0,21,1,0,0,1,0,0,0,650,580,20,8
by2308111,0,0,1,0,0,0,70,4900,0.1875,0.345454545,8.357142857,2,4,3,3,4,4,2,0.111572272,-0.021172731,-0.203184553,0.492224556,-0.247307808,-0.174336247,-0.008744369,3398,1,22,0,0,1,0,1,0,0,580,510,13,1
by2308103,0,0,1,0,0,0,66,4356,0.1875,0.470328283,2.75,6.5,7,7,7,6.75,7,5.75,0.555203429,0.456821465,0.355840461,0.946831322,0.517475479,0.691093956,-0.014277073,4557,1,23,0,0,1,0,0,1,0,556,553,12,12
22377318,0,1,0,0,0,0,62,3844,0,0.314922763,-2.75,4.5,5.75,6,4.75,5.5,6,2.75,0.668231115,0.345884509,0.14413086,1.369442485,0.179918705,0.645400957,0.086621761,4396,1,20,1,0,0,1,0,0,0,500,523,8,8
sy2308220,1,0,0,0,0,0,66,4356,0,0.141776316,5.428571429,4.75,6.75,6.25,6.75,6.25,6.75,4.25,-0.293455321,-0.440450579,-0.634929,0.585116393,-0.257426777,-0.332173165,0.046659324,3752,0,23,0,1,0,0,0,1,0,530,500,19,7
by2308106,1,0,0,0,0,0,58,3364,0.3125,0.613186813,-2.714285714,6,6,5.5,5.5,6,5.25,4.25,0.391436344,-0.493332016,-0.41609697,2.782485931,0.884934998,1.626652799,0.375308394,3590,0,23,0,0,1,0,0,1,0,585,566,16,4
by2308106,1,0,0,0,0,0,70,4900,0.0625,0.257440985,5.285714286,4,4,4.25,2.5,4,4.25,5.5,-1.035602774,-1.067093663,-1.243094013,0.960733865,-0.056887417,-0.107870995,0.077931404,3590,0,23,0,0,1,0,0,1,0,585,566,18,6
22377339,0,1,0,0,0,0,70,4900,0,0.390194076,-2.25,7,5.5,6.75,6.75,6,5,3.75,0.770175681,-0.066075848,-0.180562982,1.679229102,0.433634703,0.45940956,0.16226694,3615,0,21,1,0,0,1,0,0,0,556,518,17,5
21377172,0,0,0,0,1,0,62,3844,0,0.459345479,-4.464285714,7,7,6.75,7,7,7,6,0.538847366,0,0,1.485144003,0,0,0.17107226,4773,0,21,1,0,0,1,0,0,0,650,580,10,10
21377086,0,0,0,1,0,0,62,3844,0,0.418220123,1.25,4.75,6,6,5.75,5.5,6,4.75,0.190051122,-0.192566103,-0.434542474,1.408261435,0.050472254,0.224382294,0.172209293,4101,0,20,1,0,0,1,0,0,0,500,500,17,5
by2308103,0,0,0,0,1,0,58,3364,0.125,0.577117001,-10.10714286,6.25,7,7,7,6.5,7,4.75,-0.489137618,-0.407299905,-0.489137618,0.290894892,-0.839288866,-0.636525977,0.302755773,4557,1,23,0,0,1,0,0,1,0,556,553,16,4
21377172,0,0,0,0,1,0,58,3364,0,0.423169994,-3.607142857,7,7,7,7,6.75,7,6.25,0.352683593,0,0,1.342890836,0,0,0.70781368,4773,0,21,1,0,0,1,0,0,0,650,580,22,10
21377006,0,0,0,1,0,0,70,4900,0,0.534722222,13.39285714,4.75,5.5,5.25,5,4.5,4.75,4.5,-0.695065519,-1.484306374,-1.211690168,1.087220202,-0.621415304,-0.429824725,0.026952546,4012,0,20,1,0,0,1,0,0,0,585,530,12,12
21377035,1,0,0,0,0,0,70,4900,0,0.260204082,-9.928571429,1,4.75,1.25,5.5,4.5,2.75,2,0.603969613,0.000409692,-0.185113296,2.412449433,0.715992274,0.929832671,0.036515977,4206,0,20,1,0,0,0,0,1,0,602,520,1,1
22377339,1,0,0,0,0,0,58,3364,0.0625,0.636639676,-4.5,4,3,4.5,4.75,5,5.75,1.5,0.837347116,0.310779973,0.434775132,0.882128073,-0.377818064,0.005859063,0.104135066,3615,0,21,1,0,0,1,0,0,0,556,518,10,10
22377202,1,0,0,0,0,0,70,4900,0.0625,0.131474408,13.92857143,6.25,5.5,5.5,5.5,6.25,6,6,-1.057706281,-1.790584078,-1.605675695,2.117176204,-0.046465658,0.501350383,0.074571125,3744,1,18,1,0,0,0,1,0,0,610,537,2,2
by2308108,0,0,0,0,1,0,58,3364,0.125,0.423809524,5.678571429,4.75,6.75,6.75,6.75,5,6.5,1.25,0.588324196,-0.431236237,-0.305292572,1.874482991,0.195734684,0.266093095,-0.005180506,5214,1,23,0,0,1,0,0,1,0,556,525,7,7
22377318,0,0,0,0,0,1,62,3844,0,0.481203008,-9.214285714,4.5,5.75,5,4.75,6,6.5,3.25,0.336504197,0.238226688,-6.57E-05,1.574411963,0.342144592,0.396198552,0.017915308,4396,1,20,1,0,0,1,0,0,0,500,523,6,6
20377359,1,0,0,0,0,0,66,4356,0,0.342045342,3.214285714,6.5,6.25,7,5.75,5.75,6,5.75,-0.381416233,-0.728433907,-0.68716831,0.264670058,-0.330498786,-0.425797795,0.558810234,3539,0,22,1,0,0,0,1,0,0,556,523,23,11
22377202,0,1,0,0,0,0,70,4900,0.0625,0.376190476,13.82142857,6,3.75,5.5,5.5,6.25,6.5,6.5,0.036398369,-1.089440203,-0.660857747,0.859097214,-0.355304376,-0.48430822,-0.000852477,3744,1,18,1,0,0,0,1,0,0,610,537,7,7
22377339,0,0,0,1,0,0,58,3364,0,0.442559524,3.928571429,5.5,2.25,5.5,5.75,5.75,5.5,5.5,1.988217703,-0.30023509,-0.160051235,1.674751006,-0.25887326,-0.384085834,0.059950329,3615,0,21,1,0,0,1,0,0,0,556,518,7,7
zy2207207,0,0,0,0,1,0,58,3364,0.375,0.737373737,13.75,5.75,6,6.75,6,5.25,6.75,2.25,-0.488882603,-0.848027576,-0.848082305,0.662423268,-0.273493406,-0.244823586,-0.004230983,4030,1,24,0,1,0,0,0,0,1,616,598,12,12
22377256,1,0,0,0,0,0,58,3364,0.0625,0.425592055,4.392857143,3.25,5,5,3.5,2.75,4.25,2.75,2.646238408,1.479103561,1.295830644,3.665155724,1.357734822,1.398585996,0.087285496,4038,1,19,1,0,0,1,0,0,0,520,427,2,2
by2308103,0,0,0,0,0,1,62,3844,0.0625,0.434858642,-13.92857143,6.25,7,7,7,6.5,7,6,0.909763661,0.786888591,0.885481234,1.169613096,0.44575456,0.440500424,0.073649757,4557,1,23,0,0,1,0,0,1,0,556,553,8,8
sy2308220,0,0,0,1,0,0,70,4900,0,0.23729571,5.535714286,5.25,6.75,6.5,6.75,6.75,6.75,5,0.273424655,-0.455235538,-0.407755383,0.958609027,-0.290781864,-0.353265684,0.169110388,3752,0,23,0,1,0,0,0,1,0,530,500,17,5
by2308108,1,0,0,0,0,0,58,3364,0.1875,0.5,7.142857143,1,6.25,5.5,5.25,3.75,6.25,1,0.632483762,0.02488857,-0.068802293,1.535610143,0.237740778,0.349036885,0.022751777,5214,1,23,0,0,1,0,0,1,0,556,525,13,1
by2308106,0,0,0,0,0,1,62,3844,0.125,0.437203972,-8.142857143,2.25,2.75,5.5,3.5,4,3.25,2.25,0.011904664,-0.441303522,-0.810495558,1.75015976,0.774703254,0.716361336,0.053147677,3590,0,23,0,0,1,0,0,1,0,585,566,2,2
22377202,1,0,0,0,0,0,66,4356,0,0.366892237,2.285714286,6,5.25,6,6,5.25,6,5.5,-0.196884003,-0.617411607,-0.71050667,0.383734067,-0.249841035,-0.247951093,0.142340034,3744,1,18,1,0,0,0,1,0,0,610,537,11,11
21377086,0,0,1,0,0,0,58,3364,0,0.568994602,0.964285714,4.25,5,5.25,5.25,5.25,5,3.75,-0.887549142,-0.918203153,-1.017100098,1.490318788,-0.197916384,0.241198674,0.147674322,4101,0,20,1,0,0,1,0,0,0,500,500,10,10
22377318,0,0,1,0,0,0,58,3364,0,0.508445107,-10.89285714,2.75,4.25,4,3,3.25,3.5,3.5,-0.378192007,-0.330024467,-0.574326346,1.161776041,0.162062529,0.257767787,-0.002264737,4396,1,20,1,0,0,1,0,0,0,500,523,4,4
20377292,0,0,0,1,0,0,66,4356,0.125,0.82513369,5.964285714,5.75,6,6,5.75,6,6,6,-0.776441358,-0.995706517,-1.322167246,1.140128069,-0.244922811,-0.00597075,-0.002544649,4467,1,20,1,0,0,1,0,0,0,500,523,13,1
zy2207207,0,0,0,1,0,0,66,4356,0.25,0.36630369,13.89285714,5.5,6,6.75,5.75,4.5,6,2,-0.315221941,-0.259396538,-0.653183733,0.90683457,0.540628933,0.196842597,0.767084718,4030,1,24,0,1,0,0,0,0,1,616,598,22,10
sy2308310,0,0,0,0,0,1,62,3844,0,0.407467532,-12.28571429,5,5.75,5.25,5,5,6,5.75,-0.757271101,-0.196946244,-1.02071793,1.073732464,0.57081714,0.675520984,0.100616217,4487,0,22,0,1,0,0,0,1,0,667,585,9,9
by2308145,0,0,1,0,0,0,66,4356,0.3125,0.818926975,9.821428571,3.75,4.25,3.25,3.75,3,3.25,3.75,0.591278046,0.343732091,0.393688526,1.716007379,0.891324901,0.795040851,0.082929343,5698,1,25,0,0,1,0,0,1,0,559,568,4,4
by2308103,0,0,0,1,0,0,62,3844,0,0.282386364,-14.5,6.5,7,7,7,6.5,7,4.75,0.29310966,-0.133098253,-0.135291615,0.703558431,0.082786683,0.086922109,-0.037278701,4557,1,23,0,0,1,0,0,1,0,556,553,13,1
by2308111,0,0,0,0,0,1,62,3844,0,0.283333333,-12.35714286,1,1,1,1,1,1,1,1.018074103,0.425114515,0.431381081,1.516453897,0.463553858,0.39811794,0.038552381,3398,1,22,0,0,1,0,1,0,0,580,510,3,3
21377163,0,1,0,0,0,0,70,4900,0,0.347277696,7.464285714,1.5,6.75,5.5,4.5,2.25,5.5,5.25,0.503873621,-0.443250526,-0.231232354,-0.460429104,-0.892862016,-0.874267372,0.071417831,4904,1,20,1,0,0,0,0,1,0,438,523,14,2
sy2308310,0,0,0,0,1,0,62,3844,0.125,0.577073171,-1.357142857,5.25,5,5,5.75,5,5.5,5.25,-0.208776641,0.044657079,-0.79127322,1.001137609,0.736876456,0.503125818,0.043723505,4487,0,22,0,1,0,0,0,1,0,667,585,5,5
sy2308207,1,0,0,0,0,0,66,4356,0.125,0.428765352,-2.642857143,3,6,4.25,3.25,3.25,4,2.25,0.636674803,-0.451392327,-0.348199649,0.721784527,-0.672799505,-0.360260618,0.341035247,3383,1,23,0,1,0,0,0,1,0,478,557,16,4
by2308108,0,1,0,0,0,0,66,4356,0,0.416756176,4.642857143,4.75,6.75,6.5,6.75,5.5,7,1.75,0.055520491,-0.286785662,-0.890676052,1.554317445,0.188126853,0.131452299,0.050643995,5214,1,23,0,0,1,0,0,1,0,556,525,6,6
by2308145,0,1,0,0,0,0,58,3364,0,0.625,-9.142857143,3.25,4.25,3.75,4.5,4.25,4.75,3.75,0.479480812,-0.133180918,-0.23012759,1.389686545,0.187831695,0.211875111,0.003199709,5698,1,25,0,0,1,0,0,1,0,559,568,12,12
21377172,0,0,1,0,0,0,58,3364,0,0.596590909,-2.464285714,7,7,6.75,7,7,7,6.75,0.511745783,0,0,1.380019895,0,0,-0.00729086,4773,0,21,1,0,0,1,0,0,0,650,580,12,12
by2308111,0,0,1,0,0,0,66,4356,0.125,0.435714286,9.464285714,3,3,3,4,3,3,3,1.025922603,0.406905208,0.338610622,1.877484929,0.158678467,0.148724197,-0.007217364,3398,1,22,0,0,1,0,1,0,0,580,510,7,7
by2308145,0,0,0,0,1,0,58,3364,0.125,0.691270767,2.678571429,4.25,4.75,4.5,5,3.25,5,3.5,0.352683593,-0.26558777,-0.32499016,1.342890836,0.098922441,0.213738944,0.112207621,5698,1,25,0,0,1,0,0,1,0,559,568,8,8
22377099,0,0,0,1,0,0,62,3844,0.125,0.703425986,-0.821428571,3.25,6.75,6.25,5.5,5.75,6.75,1.75,1.057215016,0.370319312,0.124795768,1.357496726,0.082472473,0.176679055,0.376311362,4034,0,19,1,0,0,0,1,0,0,630,523,16,4
zy2207207,0,1,0,0,0,0,62,3844,0.375,0.689178303,13.32142857,5.5,6,6.5,5.25,5.25,6,3.25,0.810356424,-0.035445628,-0.087835226,1.942366666,0.541115954,0.973603516,0.056622766,4030,1,24,0,1,0,0,0,0,1,616,598,6,6
sy2308207,0,0,0,1,0,0,70,4900,0.125,0.555392054,-8.035714286,3.25,5.5,4.75,3.25,4,4.75,2.5,0.496851686,0.198956984,0.092218914,1.123016082,-0.263652524,-0.17512103,0.077227965,3383,1,23,0,1,0,0,0,1,0,478,557,14,2
22377099,0,0,1,0,0,0,70,4900,0.0625,0.734054054,3.785714286,5.5,6.25,6.25,6,6.5,6.25,5.5,0.215609135,-0.051958315,-0.081647458,0.442352467,-0.453816706,-0.383262466,0.912681103,4034,0,19,1,0,0,0,1,0,0,630,523,21,9
sy2308207,0,1,0,0,0,0,66,4356,0,0.290154265,-3.071428571,2.75,6,4.5,4,3.75,4,1.75,0.326632238,-0.329564583,-0.549394454,1.189888007,-0.219432818,-0.127553473,0.592673719,3383,1,23,0,1,0,0,0,1,0,478,557,22,10
zy2207207,0,0,0,0,0,1,62,3844,0.3125,0.501987084,11.53571429,2.25,6,5.25,3,3.5,4,3.75,0.630263886,-0.125539673,-0.294489894,1.826592892,1.109967111,1.19714571,-0.035027388,4030,1,24,0,1,0,0,0,0,1,616,598,4,4
by2308103,0,0,0,0,1,0,62,3844,0,0.468703428,-13.32142857,6.75,7,7,7,6.75,7,5.75,0.538847366,0.002120732,-0.134571094,1.485144003,0.333051898,0.359560744,-0.044231281,4557,1,23,0,0,1,0,0,1,0,556,553,4,4
by2308134,0,0,0,0,0,1,62,3844,0,0.469837398,-8.142857143,5.5,7,6.75,6.5,6.5,7,4.5,1.16484245,0.709160239,0.503759124,1.83363726,0.663501197,0.910095379,0.075331636,3893,0,25,0,0,1,0,0,1,0,556,485,5,5
22377099,0,0,0,0,1,0,62,3844,0.125,0.654761905,1.571428571,1.25,5.5,6.25,6.5,5,6,1.5,1.373838587,0.700882161,0.630590912,3.296050077,1.105033427,1.295702351,0.012619866,4034,0,19,1,0,0,0,1,0,0,630,523,7,7
21377172,0,1,0,0,0,0,62,3844,0.0625,0.819133807,1.392857143,7,7,6.75,7,7,7,5.5,0.424679455,0,0,1.35441455,0,0,0.377727687,4773,0,21,1,0,0,1,0,0,0,650,580,16,4
by2308103,0,0,1,0,0,0,58,3364,0,0.352040816,-13.85714286,6,7,7,7,6.5,7,3.75,0.563261616,0.357246229,0.227473371,0.888812375,0.548470474,0.622366967,0.047317449,4557,1,23,0,0,1,0,0,1,0,556,553,6,6
